date,Mount Powell,Defiance Plateau,Black Mesa,Navajo Mountain,Carrizo,Chuska,Navajo_Nation,All_Mountains
2013-11-01,3,3.559,4.025,4.394,3.785,3.447,5.084,3.691
2013-12-01,-1.166,-1.548,-2.485,-2.163,-2.093,-1.27,-1.393,-1.791
2014-01-01,0.206,0.411,0.761,1.715,0.397,0.598,1.175,0.606
2014-02-01,3.196,2.471,2.979,3.441,2.147,1.942,4.439,2.457
2014-03-01,3.833,4.069,5.19,5.348,4.73,3.731,6.801,4.374
2014-04-01,7.172,7.333,8.271,9.008,7.62,6.575,10.091,7.421
2014-05-01,10.815,11.217,12.779,13.311,11.99,10.577,14.47,11.579
2014-06-01,18.63,18.914,20.044,20.267,19.322,17.932,21.533,18.986
2014-07-01,20.323,21.255,23.083,23.586,22.601,20.181,24.762,21.591
2014-08-01,16.974,18.392,19.685,20.023,19.443,17.474,21.46,18.57
2014-09-01,16.41,17.03,18.383,18.911,17.528,15.99,19.817,17.163
2014-10-01,10.881,11.359,12.489,12.753,11.661,10.741,13.458,11.544
2014-11-01,3.305,4.13,4.681,5.821,4.242,4.004,5.516,4.288
2014-12-01,0.07,0.29,1.056,0.849,0.291,0.224,1.639,0.513
2015-01-01,-0.134,0.489,0.856,1.5,0.821,0.822,1.245,0.751
2015-02-01,2.839,3.61,4.266,5.125,3.408,3.243,5.292,3.693
2015-03-01,5.191,5.948,6.907,7.796,6.681,5.602,8.38,6.209
2015-04-01,7.231,7.387,8.585,9.278,8.168,6.848,10.239,7.671
2015-05-01,9.997,9.863,11.624,12.124,10.843,9.254,13.433,10.325
2015-06-01,18.668,18.12,20.078,21.086,19.387,17.591,21.726,18.713
2015-07-01,18.386,19.113,20.664,21.398,20.039,18.017,22.463,19.327
2015-08-01,19.291,19.826,21.169,21.969,20.666,18.614,22.788,19.93
2015-09-01,16.895,17.053,18.524,19.656,18.283,16.355,19.798,17.416
2015-10-01,11.044,11.377,12.74,12.885,12.614,11.065,13.828,11.811
2015-11-01,2.756,2.711,3.119,3.341,3.114,2.598,4.371,2.843
2015-12-01,-1.556,-1.842,-1.182,-0.894,-1.587,-1.606,-0.569,-1.514
2016-01-01,-2.174,-1.655,-1.59,-0.882,-2.011,-1.509,-0.835,-1.604
2016-02-01,1.571,2.41,2.98,3.826,2.368,2.444,3.858,2.61
2016-03-01,4.838,4.914,6.307,6.8,5.598,4.572,7.702,5.318
2016-04-01,6.803,6.839,8.365,9.114,7.757,6.283,10.032,7.239
2016-05-01,10.639,10.553,12.369,12.777,11.833,10.031,14.011,11.082
2016-06-01,19.781,20.466,22.339,22.95,21.63,19.638,23.501,20.893
2016-07-01,21.292,21.181,22.751,23.758,21.989,20.009,24.428,21.387
2016-08-01,17.198,17.845,19.551,20.757,18.869,16.897,21.246,18.179
2016-09-01,15.743,15.512,16.854,17.3,16.632,14.779,18.093,15.804
2016-10-01,11.765,11.876,13.184,13.285,12.78,11.486,14.132,12.244
2016-11-01,4.608,5.334,6.593,6.708,6.011,5.179,7.2,5.738
2016-12-01,0.196,0.343,0.731,0.503,0.021,0.242,1.371,0.406
2017-01-01,-0.871,-1.099,-0.573,-0.926,-1.359,-1.599,0.735,-1.117
2017-02-01,2.605,2.823,3.855,3.854,3.46,2.8,5.208,3.2
2017-03-01,5.896,6.188,7.705,8.067,7.195,5.991,8.81,6.7
2017-04-01,7.533,7.473,8.744,9.194,8.269,6.732,10.273,7.712
2017-05-01,11.056,11.17,12.989,13.786,11.921,10.474,14.361,11.607
2017-06-01,19.332,19.272,21.582,22.507,20.622,18.856,22.782,20.016
2017-07-01,20.176,20.851,22.692,23.652,22.138,19.798,24.331,21.208
2017-08-01,18.57,19.227,21.009,22.152,20.261,18.294,22.452,19.591
2017-09-01,15.936,15.939,17.387,17.644,17.057,15.268,18.771,16.279
2017-10-01,10.708,10.747,12.01,11.993,11.604,10.547,12.742,11.16
2017-11-01,7.08,7.797,8.198,8.64,8.078,7.658,8.887,7.901
2017-12-01,0.937,1.725,2.314,3.091,1.978,2.137,2.361,2.081
2018-01-01,0.447,1.201,2.064,2.49,1.651,1.566,2.189,1.64
2018-02-01,1.219,1.225,2.467,2.117,1.56,1.038,3.303,1.59
2018-03-01,3.229,3.596,4.981,4.811,4.489,3.315,6.268,4.015
2018-04-01,9.304,9.636,11.046,11.501,10.663,9.039,12.635,9.98
2018-05-01,13.623,13.729,15.564,15.934,15.223,13.296,16.846,14.306
2018-06-01,19.487,20.195,21.822,22.48,21.246,19.487,22.952,20.574
2018-07-01,19.967,21.291,22.94,23.005,22.608,20.319,24.746,21.585
2018-08-01,18.947,20.142,21.741,22.812,21.272,19.328,23.359,20.482
2018-09-01,15.861,17.196,18.389,18.897,18.364,16.546,19.953,17.446
2018-10-01,8.432,8.361,10.098,9.009,9.018,7.769,11.177,8.762
2018-11-01,1.921,2.276,3.059,3.765,2.298,2.129,3.678,2.496
2018-12-01,-1.248,-0.873,-0.063,-0.624,-1.068,-0.715,0.423,-0.584
2019-01-01,-1.946,-1.691,-1.545,-1.386,-1.95,-1.548,-0.815,-1.615
2019-02-01,-1.695,-1.98,-1.491,-2.151,-2.551,-2.149,-0.106,-1.927
2019-03-01,3.86,3.954,4.739,4.635,3.957,3.249,6.746,3.971
2019-04-01,8.127,8.45,10.031,10.597,9.283,7.692,11.424,8.785
2019-05-01,9.138,8.452,10.262,10.161,9.497,7.752,11.958,8.901
