time,min,mean,max,std,count
2006-01-31 00:00:00+00:00,282.9679260253906,288.453125,296.4166564941406,3.5133426189422607,31
2006-02-28 00:00:00+00:00,285.30096435546875,289.4237365722656,297.08868408203125,3.4312074184417725,28
2006-03-31 00:00:00+00:00,281.8224792480469,289.16473388671875,295.7165832519531,4.172549247741699,31
2006-04-30 00:00:00+00:00,283.4718322753906,293.50604248046875,300.0587158203125,4.33513069152832,30
2006-05-31 00:00:00+00:00,289.2503356933594,293.8028259277344,297.21478271484375,2.2957985401153564,31
2006-06-30 00:00:00+00:00,296.1900634765625,301.33251953125,306.58892822265625,2.9396767616271973,30
2006-07-31 00:00:00+00:00,296.671875,302.84857177734375,307.6316223144531,2.8611268997192383,31
2006-08-31 00:00:00+00:00,298.147705078125,301.9055480957031,307.79559326171875,3.002833843231201,31
2006-09-30 00:00:00+00:00,292.6016845703125,300.5361633300781,307.1300964355469,4.4289984703063965,30
2006-10-31 00:00:00+00:00,290.4215393066406,297.2572937011719,306.966552734375,4.870893478393555,31
2006-11-30 00:00:00+00:00,288.1531066894531,292.6522521972656,296.9114685058594,2.7604362964630127,30
2006-12-31 00:00:00+00:00,283.1651916503906,288.9881896972656,295.8421325683594,3.7189037799835205,31
2007-01-31 00:00:00+00:00,282.5469665527344,288.2430725097656,292.69921875,2.2803432941436768,31
2007-02-28 00:00:00+00:00,282.32440185546875,286.4865417480469,292.94482421875,2.7868196964263916,28
2007-03-31 00:00:00+00:00,284.8306884765625,289.76611328125,297.5646667480469,3.446744203567505,31
2007-04-30 00:00:00+00:00,285.4035339355469,294.9673767089844,302.8404235839844,4.456151962280273,30
2007-05-31 00:00:00+00:00,292.2536315917969,296.6105651855469,303.8154602050781,2.8948967456817627,31
2007-06-30 00:00:00+00:00,292.50347900390625,298.31976318359375,304.2215576171875,3.502321481704712,30
2007-07-31 00:00:00+00:00,294.14373779296875,299.1943664550781,302.0240478515625,1.5104458332061768,31
2007-08-31 00:00:00+00:00,296.8424377441406,301.4662780761719,307.49615478515625,2.3629400730133057,31
2007-09-30 00:00:00+00:00,293.49859619140625,299.609130859375,305.9306640625,3.545067548751831,30
2007-10-31 00:00:00+00:00,290.6696472167969,297.0327453613281,305.0796203613281,4.489020347595215,31
2007-11-30 00:00:00+00:00,287.41082763671875,292.3431396484375,300.2254943847656,3.919198751449585,30
2007-12-31 00:00:00+00:00,278.43267822265625,286.1347961425781,293.0905456542969,3.1670920848846436,31
2008-01-31 00:00:00+00:00,276.50372314453125,287.7864074707031,295.35986328125,4.68166446685791,31
2008-02-29 00:00:00+00:00,281.5813293457031,287.2728271484375,292.0832214355469,2.861006021499634,29
2008-03-31 00:00:00+00:00,283.0448303222656,290.7914123535156,295.3417053222656,3.0659284591674805,31
2008-04-30 00:00:00+00:00,288.9579772949219,294.8359069824219,302.04156494140625,3.914752721786499,30
2008-05-31 00:00:00+00:00,290.67938232421875,296.58612060546875,304.7732849121094,4.3664751052856445,31
2008-06-30 00:00:00+00:00,293.11492919921875,298.5763854980469,305.7216491699219,3.5641732215881348,30
2008-07-31 00:00:00+00:00,296.4013366699219,301.92822265625,306.1952209472656,2.5956685543060303,31
2008-08-31 00:00:00+00:00,294.8260498046875,301.9288330078125,307.1167907714844,2.8863162994384766,31
2008-09-30 00:00:00+00:00,293.55108642578125,297.77215576171875,304.1579284667969,3.1559362411499023,30
2008-10-31 00:00:00+00:00,290.62579345703125,294.41009521484375,299.4210510253906,2.286395311355591,31
2008-11-30 00:00:00+00:00,287.1028747558594,291.6570129394531,297.6701965332031,2.6064484119415283,30
