time,pr_day_CCSM4_rcp85
2006-12-27 00:00:00+00:00,1.520371915830765e-05
2006-12-28 00:00:00+00:00,1.2182560737983295e-07
2006-12-29 00:00:00+00:00,0.0
2006-12-30 00:00:00+00:00,3.1702663818578003e-06
2006-12-31 00:00:00+00:00,0.0
2007-01-01 00:00:00+00:00,0.0
2007-01-02 00:00:00+00:00,0.0
2007-01-03 00:00:00+00:00,0.0
2007-01-04 00:00:00+00:00,2.1702970116166398e-05
2007-01-05 00:00:00+00:00,0.00015078933211043477
2007-01-06 00:00:00+00:00,3.0061077268328518e-05
2007-01-07 00:00:00+00:00,6.585368737432873e-06
2007-01-08 00:00:00+00:00,0.0
2007-01-09 00:00:00+00:00,0.0
2007-01-10 00:00:00+00:00,0.0
2007-01-11 00:00:00+00:00,0.0
2007-01-12 00:00:00+00:00,0.0
2007-01-13 00:00:00+00:00,0.0
2007-01-14 00:00:00+00:00,0.0
2007-01-15 00:00:00+00:00,4.617596914613387e-06
2007-01-16 00:00:00+00:00,4.992648428014945e-07
2007-01-17 00:00:00+00:00,1.3201562069298234e-05
2007-01-18 00:00:00+00:00,0.0
2007-01-19 00:00:00+00:00,0.00017718136950861663
2007-01-20 00:00:00+00:00,5.380629954743199e-05
2007-01-21 00:00:00+00:00,1.449072442483157e-05
2007-01-22 00:00:00+00:00,3.237185956095345e-05
2007-01-23 00:00:00+00:00,5.011432676838012e-06
2007-01-24 00:00:00+00:00,9.537843226326004e-08
2007-01-25 00:00:00+00:00,9.346610568172764e-06
2007-01-26 00:00:00+00:00,0.0
2007-01-27 00:00:00+00:00,0.0
2007-01-28 00:00:00+00:00,0.0
2007-01-29 00:00:00+00:00,0.0
2007-01-30 00:00:00+00:00,0.0
2007-01-31 00:00:00+00:00,0.0
2007-02-01 00:00:00+00:00,0.0
2007-02-02 00:00:00+00:00,0.0
2007-02-03 00:00:00+00:00,0.0
2007-02-04 00:00:00+00:00,0.0
2007-02-05 00:00:00+00:00,0.0
2007-02-06 00:00:00+00:00,1.6186971834031283e-06
2007-02-07 00:00:00+00:00,4.240069756633602e-05
2007-02-08 00:00:00+00:00,4.193729910184629e-05
2007-02-09 00:00:00+00:00,3.654206693681772e-06
2007-02-10 00:00:00+00:00,1.0467514584888704e-05
2007-02-11 00:00:00+00:00,8.49564530653879e-05
2007-02-12 00:00:00+00:00,3.394290979485959e-05
2007-02-13 00:00:00+00:00,3.0894920200807974e-05
2007-02-14 00:00:00+00:00,6.790030602132902e-05
2007-02-15 00:00:00+00:00,5.058883471065201e-05
2007-02-16 00:00:00+00:00,0.00015967426588758826
