time,min,mean,max,std,count
2006-01-31 00:00:00+00:00,278.1463317871094,285.60833740234375,290.5422668457031,2.67290997505188,31
2006-02-28 00:00:00+00:00,275.32470703125,287.2523193359375,293.55657958984375,3.7718098163604736,28
2006-03-31 00:00:00+00:00,281.9620056152344,287.9893493652344,293.24322509765625,2.9682118892669678,31
2006-04-30 00:00:00+00:00,280.8893737792969,289.1597900390625,296.7298889160156,4.895707607269287,30
2006-05-31 00:00:00+00:00,287.1402893066406,296.287353515625,304.6001281738281,4.503965854644775,31
2006-06-30 00:00:00+00:00,293.959228515625,298.6936950683594,303.3622741699219,2.348078489303589,30
2006-07-31 00:00:00+00:00,294.9322814941406,300.2945556640625,307.05950927734375,2.8666465282440186,31
2006-08-31 00:00:00+00:00,298.25286865234375,302.27935791015625,307.2455139160156,2.246058225631714,31
2006-09-30 00:00:00+00:00,296.26336669921875,299.7350769042969,303.7939453125,2.10894775390625,30
2006-10-31 00:00:00+00:00,290.994140625,297.1394958496094,305.6860046386719,4.543149948120117,31
2006-11-30 00:00:00+00:00,289.3690490722656,293.0744934082031,296.6994323730469,2.2249014377593994,30
2006-12-31 00:00:00+00:00,281.60455322265625,288.9564208984375,295.22735595703125,4.437269687652588,31
2007-01-31 00:00:00+00:00,282.63665771484375,285.83795166015625,290.56243896484375,2.3518195152282715,31
2007-02-28 00:00:00+00:00,283.9990234375,288.9918212890625,296.03753662109375,3.5909714698791504,28
2007-03-31 00:00:00+00:00,283.6456298828125,289.9603576660156,295.60186767578125,3.726062059402466,31
2007-04-30 00:00:00+00:00,286.09063720703125,292.72772216796875,301.4855041503906,4.026496410369873,30
2007-05-31 00:00:00+00:00,289.25823974609375,295.2294921875,302.6672058105469,3.25756573677063,31
2007-06-30 00:00:00+00:00,289.7336730957031,296.5848693847656,305.6734924316406,4.696605682373047,30
2007-07-31 00:00:00+00:00,294.8205871582031,299.10858154296875,303.2864685058594,2.2374420166015625,31
2007-08-31 00:00:00+00:00,294.7095642089844,300.228759765625,304.4954528808594,2.0582292079925537,31
2007-09-30 00:00:00+00:00,295.9158020019531,300.66912841796875,306.0731506347656,2.701535224914551,30
2007-10-31 00:00:00+00:00,288.82012939453125,296.7408447265625,305.46063232421875,4.2119951248168945,31
2007-11-30 00:00:00+00:00,289.00421142578125,293.4028015136719,297.94903564453125,2.709404230117798,30
2007-12-31 00:00:00+00:00,281.7618408203125,289.4081115722656,296.3592224121094,4.324532508850098,31
2008-01-31 00:00:00+00:00,279.45465087890625,289.1201171875,295.8758850097656,4.394619941711426,31
2008-02-29 00:00:00+00:00,285.7683410644531,294.3388671875,298.66412353515625,2.766505479812622,29
2008-03-31 00:00:00+00:00,285.3780822753906,292.8402404785156,302.49041748046875,4.6597795486450195,31
2008-04-30 00:00:00+00:00,285.11981201171875,293.96044921875,300.3272399902344,4.110481262207031,30
2008-05-31 00:00:00+00:00,284.2316589355469,292.4822082519531,299.6315612792969,3.82446551322937,31
2008-06-30 00:00:00+00:00,294.1627197265625,298.85821533203125,302.5187072753906,2.1096951961517334,30
2008-07-31 00:00:00+00:00,292.7967529296875,301.0709533691406,305.3705749511719,2.773536443710327,31
2008-08-31 00:00:00+00:00,297.4395751953125,301.64691162109375,306.9359130859375,2.705761194229126,31
2008-09-30 00:00:00+00:00,290.5805358886719,299.1567687988281,305.74169921875,3.6998376846313477,30
2008-10-31 00:00:00+00:00,290.6348876953125,297.6474609375,303.3839416503906,3.588808536529541,31
2008-11-30 00:00:00+00:00,290.9324035644531,296.71441650390625,301.549072265625,2.7987983226776123,30
2008-12-31 00:00:00+00:00,289.4889831542969,295.4959411621094,300.6017761230469,2.22562575340271,31
2009-01-31 00:00:00+00:00,283.8788757324219,294.5150451660156,300.95806884765625,3.810361862182617,31
2009-02-28 00:00:00+00:00,282.77447509765625,291.17340087890625,299.9737243652344,5.138120651245117,28
2009-03-31 00:00:00+00:00,283.7741394042969,290.1011657714844,295.4748229980469,3.6376872062683105,31
2009-04-30 00:00:00+00:00,286.8273620605469,295.161376953125,303.07861328125,4.214279651641846,30
2009-05-31 00:00:00+00:00,282.6549377441406,292.45245361328125,297.97161865234375,4.303178310394287,31
2009-06-30 00:00:00+00:00,291.5263977050781,298.6420593261719,302.4430847167969,2.8578763008117676,30
2009-07-31 00:00:00+00:00,297.7492980957031,301.2814025878906,306.7799377441406,2.3622097969055176,31
2009-08-31 00:00:00+00:00,296.1161804199219,300.47003173828125,304.53076171875,2.35703182220459,31
2009-09-30 00:00:00+00:00,291.753173828125,299.3988952636719,305.57830810546875,4.949183940887451,30
2009-10-31 00:00:00+00:00,289.3040466308594,295.73138427734375,303.53778076171875,4.859347820281982,31
2009-11-30 00:00:00+00:00,283.2803649902344,289.8114318847656,295.7797546386719,3.566377639770508,30
2009-12-31 00:00:00+00:00,281.8280944824219,289.1609802246094,296.6872253417969,4.269852161407471,31
2010-01-31 00:00:00+00:00,282.546630859375,289.3202209472656,294.38104248046875,3.476349115371704,31
2010-02-28 00:00:00+00:00,282.0323791503906,288.43365478515625,293.48284912109375,3.1750245094299316,28
2010-03-31 00:00:00+00:00,288.5406799316406,293.1829528808594,298.19671630859375,2.6704978942871094,31
2010-04-30 00:00:00+00:00,286.16510009765625,292.8113098144531,298.07354736328125,3.1661925315856934,30
2010-05-31 00:00:00+00:00,291.44000244140625,296.2295227050781,300.4888000488281,2.7118468284606934,31
2010-06-30 00:00:00+00:00,293.1728210449219,296.0210266113281,300.49188232421875,2.2067227363586426,30
