time,min,mean,max,std,count
2006-01-31 00:00:00+00:00,267.0711975097656,274.2144470214844,281.8491516113281,3.275369167327881,31
2006-02-28 00:00:00+00:00,268.1238098144531,274.2459411621094,280.72119140625,3.226325273513794,28
2006-03-31 00:00:00+00:00,271.138671875,275.36785888671875,279.3506164550781,2.3581395149230957,31
2006-04-30 00:00:00+00:00,271.50482177734375,276.8431091308594,281.7454833984375,3.517080545425415,30
2006-05-31 00:00:00+00:00,276.2376708984375,281.31182861328125,288.4561767578125,2.5893142223358154,31
2006-06-30 00:00:00+00:00,281.0260925292969,283.37347412109375,287.82806396484375,1.7584853172302246,30
2006-07-31 00:00:00+00:00,281.3119201660156,285.778564453125,292.326171875,2.5707898139953613,31
2006-08-31 00:00:00+00:00,283.8044738769531,286.822998046875,290.9242248535156,1.624589443206787,31
2006-09-30 00:00:00+00:00,280.6827697753906,283.8838806152344,287.247802734375,1.7344250679016113,30
2006-10-31 00:00:00+00:00,278.7967834472656,283.17169189453125,292.0733642578125,2.84891939163208,31
2006-11-30 00:00:00+00:00,272.9695129394531,276.7949523925781,280.1434326171875,1.6295981407165527,30
2006-12-31 00:00:00+00:00,271.5343017578125,274.90380859375,280.0576477050781,2.0739054679870605,31
2007-01-31 00:00:00+00:00,270.22369384765625,274.4317932128906,278.279541015625,2.1440160274505615,31
2007-02-28 00:00:00+00:00,271.52032470703125,275.01544189453125,281.0118713378906,2.5345399379730225,28
2007-03-31 00:00:00+00:00,273.19488525390625,276.7557373046875,281.3611755371094,2.010730743408203,31
2007-04-30 00:00:00+00:00,272.50396728515625,279.0090026855469,287.0467834472656,2.9266324043273926,30
2007-05-31 00:00:00+00:00,276.40673828125,281.3579406738281,284.9866943359375,1.994585633277893,31
2007-06-30 00:00:00+00:00,279.431640625,282.7126770019531,287.4089050292969,1.8585853576660156,30
2007-07-31 00:00:00+00:00,279.6927490234375,284.0964660644531,286.5424499511719,1.8608057498931885,31
2007-08-31 00:00:00+00:00,282.43670654296875,285.54119873046875,289.6823425292969,2.0299243927001953,31
2007-09-30 00:00:00+00:00,281.8307800292969,284.9363708496094,290.3978576660156,2.2429347038269043,30
2007-10-31 00:00:00+00:00,274.3084411621094,280.7028503417969,288.4297790527344,3.5002007484436035,31
2007-11-30 00:00:00+00:00,274.0928955078125,275.9787902832031,278.2821960449219,1.0292277336120605,30
2007-12-31 00:00:00+00:00,269.0498352050781,272.9604797363281,278.0266418457031,2.4629132747650146,31
2008-01-31 00:00:00+00:00,266.13934326171875,272.9058837890625,278.81365966796875,3.244710922241211,31
2008-02-29 00:00:00+00:00,272.1452941894531,276.7423095703125,280.0173034667969,1.9728113412857056,29
2008-03-31 00:00:00+00:00,274.3036193847656,278.1797790527344,284.532470703125,2.672138214111328,31
2008-04-30 00:00:00+00:00,272.6294860839844,279.11285400390625,282.2002868652344,2.3166708946228027,30
2008-05-31 00:00:00+00:00,274.4106140136719,279.6805114746094,284.01336669921875,2.2656190395355225,31
2008-06-30 00:00:00+00:00,277.9825439453125,282.29632568359375,285.6755676269531,1.9832773208618164,30
2008-07-31 00:00:00+00:00,282.4134826660156,285.24603271484375,287.58233642578125,1.310065746307373,31
2008-08-31 00:00:00+00:00,283.1493835449219,286.360107421875,289.61669921875,1.7388254404067993,31
2008-09-30 00:00:00+00:00,279.3939514160156,283.98419189453125,289.01617431640625,2.723418712615967,30
2008-10-31 00:00:00+00:00,275.85943603515625,280.88922119140625,285.110107421875,2.4682438373565674,31
2008-11-30 00:00:00+00:00,274.0347595214844,278.7837219238281,284.3385925292969,3.2182769775390625,30
2008-12-31 00:00:00+00:00,271.552490234375,275.5141296386719,279.85955810546875,2.057084321975708,31
2009-01-31 00:00:00+00:00,271.3650207519531,274.8881530761719,278.1299133300781,1.807507038116455,31
2009-02-28 00:00:00+00:00,270.6162109375,277.7882995605469,283.1072082519531,3.67309832572937,28
2009-03-31 00:00:00+00:00,270.86383056640625,275.809326171875,280.5290222167969,2.5822925567626953,31
2009-04-30 00:00:00+00:00,274.04656982421875,278.2895812988281,282.2344665527344,2.234917640686035,30
